$GNRMC,072408.60,A,3600.77859,N,12919.12755,E,0.223,208.46,010620,,,A,V*0C
$GNRMC,072408.70,A,3600.77864,N,12919.12765,E,0.151,,010620,,,A,V*10
$GNGGA,072434.40,3600.77883,N,12919.12830,E,5,12,0.54,61.5,M,24.3,M,0.4,0000*57
$GNGGA,072434.50,3600.77884,N,12919.12832,E,5,12,0.54,61.5,M,24.3,M,0.5,0000*52
$GNGGA,072434.60,3600.77886,N,12919.12836,E,5,12,0.54,61.5,M,24.3,M,0.6,0000*54
$GNGGA,072434.70,3600.77887,N,12919.12841,E,5,12,0.54,61.6,M,24.3,M,0.7,0000*56
$GNGGA,072434.80,3600.77888,N,12919.12846,E,5,12,0.54,61.6,M,24.3,M,0.8,0000*5E
$GNGGA,072434.90,3600.77890,N,12919.12850,E,5,12,0.54,61.6,M,24.3,M,0.9,0000*50
$GNGGA,072435.00,3600.77893,N,12919.12855,E,5,12,0.54,61.6,M,24.3,M,1.0,0000*56
$GNGGA,072435.10,3600.77896,N,12919.12861,E,5,12,0.54,61.6,M,24.3,M,1.1,0000*54
$GNGGA,072435.20,3600.77899,N,12919.12866,E,5,12,0.54,61.7,M,24.3,M,0.2,0000*5C
$GNGGA,072435.30,3600.77902,N,12919.12872,E,5,12,0.57,61.7,M,24.3,M,0.3,0000*59
$GNGGA,072435.40,3600.77905,N,12919.12876,E,5,12,0.57,61.7,M,24.3,M,0.4,0000*5A
$GNGGA,072435.50,3600.77909,N,12919.12882,E,5,12,0.57,61.7,M,24.3,M,0.5,0000*5D
$GNGGA,072435.60,3600.77912,N,12919.12887,E,5,12,0.54,61.7,M,24.3,M,0.6,0000*51
$GNGGA,072435.70,3600.77914,N,12919.12892,E,5,12,0.54,61.7,M,24.3,M,0.7,0000*53
$GNGGA,072435.80,3600.77918,N,12919.12898,E,5,12,0.54,61.7,M,24.3,M,0.8,0000*55
$GNGGA,072435.90,3600.77922,N,12919.12905,E,5,12,0.54,61.7,M,24.3,M,0.9,0000*59
$GNGGA,072436.00,3600.77926,N,12919.12911,E,5,12,0.54,61.8,M,24.3,M,1.0,0000*55
$GNGGA,072436.10,3600.77931,N,12919.12918,E,5,12,0.54,61.8,M,24.3,M,1.1,0000*5A
$GNGGA,072436.20,3600.77936,N,12919.12924,E,5,12,0.54,61.8,M,24.3,M,0.2,0000*53
$GNGGA,072436.30,3600.77941,N,12919.12928,E,5,12,0.54,61.8,M,24.3,M,0.3,0000*5F
$GNGGA,072436.40,3600.77946,N,12919.12933,E,5,12,0.54,61.8,M,24.3,M,0.4,0000*52
$GNGGA,072436.50,3600.77950,N,12919.12937,E,5,12,0.54,61.8,M,24.3,M,0.5,0000*51
$GNGGA,072436.60,3600.77955,N,12919.12941,E,5,12,0.54,61.8,M,24.3,M,0.6,0000*55
$GNGGA,072436.70,3600.77959,N,12919.12946,E,5,12,0.54,61.8,M,24.3,M,0.7,0000*5E
$GNGGA,072436.80,3600.77963,N,12919.12952,E,5,12,0.54,61.8,M,24.3,M,0.8,0000*52
$GNGGA,072436.90,3600.77967,N,12919.12959,E,5,12,0.54,61.8,M,24.3,M,0.9,0000*5D
$GNGGA,072437.00,3600.77972,N,12919.12966,E,5,12,0.54,61.8,M,24.3,M,1.0,0000*55
$GNGGA,072437.10,3600.77977,N,12919.12972,E,5,12,0.54,61.8,M,24.3,M,0.1,0000*54
$GNGGA,072437.20,3600.77982,N,12919.12979,E,5,12,0.54,61.9,M,24.3,M,0.2,0000*54
$GNGGA,072437.30,3600.77988,N,12919.12985,E,5,12,0.54,61.9,M,24.3,M,0.3,0000*5D
$GNGGA,072437.40,3600.77995,N,12919.12991,E,5,12,0.54,61.9,M,24.3,M,0.4,0000*54
$GNGGA,072437.50,3600.78001,N,12919.12997,E,5,12,0.54,61.9,M,24.3,M,0.5,0000*59
$GNGGA,072437.60,3600.78007,N,12919.13003,E,5,12,0.54,61.9,M,24.3,M,0.6,0000*5A
$GNGGA,072437.70,3600.78012,N,12919.13008,E,5,12,0.54,61.9,M,24.3,M,0.7,0000*55
$GNGGA,072437.80,3600.78017,N,12919.13014,E,5,12,0.54,61.9,M,24.3,M,0.8,0000*5D
$GNGGA,072437.90,3600.78021,N,12919.13022,E,5,12,0.54,61.9,M,24.3,M,0.9,0000*5D
$GNGGA,072438.00,3600.78026,N,12919.13031,E,5,12,0.54,61.9,M,24.3,M,1.0,0000*56
$GNGGA,072438.10,3600.78030,N,12919.13040,E,5,12,0.54,61.9,M,24.3,M,1.1,0000*57
$GNGGA,072438.20,3600.78034,N,12919.13049,E,5,12,0.54,61.9,M,24.3,M,1.2,0000*5A
$GNGGA,072438.30,3600.78039,N,12919.13058,E,5,12,0.54,61.9,M,24.3,M,1.3,0000*57
$GNGGA,072438.40,3600.78044,N,12919.13067,E,5,12,0.54,61.9,M,24.3,M,0.4,0000*50
$GNGGA,072438.50,3600.78049,N,12919.13076,E,5,12,0.54,61.9,M,24.3,M,0.5,0000*5D
$GNGGA,072438.60,3600.78055,N,12919.13084,E,5,12,0.54,61.9,M,24.3,M,0.6,0000*5D
$GNGGA,072438.70,3600.78060,N,12919.13093,E,5,12,0.54,62.0,M,24.3,M,0.7,0000*57
$GNGGA,072438.80,3600.78066,N,12919.13103,E,5,12,0.54,62.0,M,24.3,M,0.8,0000*59
$GNGGA,072438.90,3600.78070,N,12919.13113,E,5,12,0.54,62.0,M,24.3,M,0.9,0000*5F
$GNGGA,072439.00,3600.78075,N,12919.13123,E,5,12,0.54,61.9,M,24.3,M,1.0,0000*53
$GNGGA,072439.10,3600.78081,N,12919.13134,E,5,12,0.54,62.0,M,24.3,M,1.1,0000*54
$GNGGA,072439.20,3600.78086,N,12919.13143,E,5,12,0.54,62.0,M,24.3,M,1.2,0000*53
$GNGGA,072439.30,3600.78092,N,12919.13152,E,5,12,0.54,62.0,M,24.3,M,0.3,0000*57
$GNGGA,072439.40,3600.78098,N,12919.13161,E,5,12,0.54,62.0,M,24.3,M,0.4,0000*5D
$GNGGA,072439.50,3600.78104,N,12919.13168,E,5,12,0.54,62.0,M,24.3,M,0.5,0000*50
$GNGGA,072439.60,3600.78110,N,12919.13175,E,5,12,0.54,62.0,M,24.3,M,0.6,0000*59
$GNGGA,072439.70,3600.78116,N,12919.13183,E,5,12,0.54,62.0,M,24.3,M,0.7,0000*56
$GNGGA,072439.80,3600.78121,N,12919.13190,E,5,12,0.54,62.0,M,24.3,M,0.8,0000*50
$GNGGA,072439.90,3600.78126,N,12919.13199,E,5,12,0.54,62.0,M,24.3,M,0.9,0000*5E
$GNGGA,072440.00,3600.78130,N,12919.13210,E,5,12,0.54,62.0,M,24.3,M,1.0,0000*54
$GNGGA,072440.10,3600.78135,N,12919.13220,E,5,12,0.54,62.0,M,24.3,M,1.1,0000*52
$GNGGA,072440.20,3600.78141,N,12919.13230,E,5,12,0.54,62.1,M,24.3,M,1.2,0000*51
$GNGGA,072440.30,3600.78147,N,12919.13238,E,5,12,0.54,62.1,M,24.3,M,1.3,0000*5F
$GNGGA,072440.40,3600.78154,N,12919.13247,E,5,12,0.54,62.1,M,24.3,M,0.4,0000*54
$GNGGA,072440.50,3600.78160,N,12919.13256,E,5,12,0.54,62.1,M,24.3,M,0.5,0000*53
$GNGGA,072440.60,3600.78167,N,12919.13264,E,5,12,0.54,62.1,M,24.3,M,0.6,0000*55
$GNGGA,072440.70,3600.78173,N,12919.13271,E,5,12,0.54,62.1,M,24.3,M,0.7,0000*54
$GNGGA,072440.80,3600.78179,N,12919.13279,E,5,12,0.54,62.1,M,24.3,M,0.8,0000*56
$GNGGA,072440.90,3600.78185,N,12919.13288,E,5,12,0.54,62.1,M,24.3,M,0.9,0000*5B
$GNGGA,072441.00,3600.78189,N,12919.13298,E,5,12,0.54,62.1,M,24.3,M,1.0,0000*56
$GNGGA,072441.10,3600.78194,N,12919.13308,E,5,12,0.54,62.1,M,24.3,M,1.1,0000*52
$GNGGA,072441.20,3600.78200,N,12919.13318,E,5,12,0.54,62.1,M,24.3,M,1.2,0000*5D
$GNGGA,072441.30,3600.78206,N,12919.13326,E,5,12,0.54,62.2,M,24.3,M,0.3,0000*54
$GNGGA,072441.40,3600.78212,N,12919.13335,E,5,12,0.54,62.2,M,24.3,M,0.4,0000*53
$GNGGA,072441.50,3600.78218,N,12919.13342,E,5,12,0.54,62.2,M,24.3,M,0.5,0000*59
$GNGGA,072441.60,3600.78225,N,12919.13349,E,5,12,0.54,62.2,M,24.3,M,0.6,0000*5C
$GNGGA,072441.70,3600.78232,N,12919.13358,E,5,12,0.54,62.2,M,24.3,M,0.7,0000*5A
$GNGGA,072441.80,3600.78238,N,12919.13367,E,5,12,0.54,62.2,M,24.3,M,0.8,0000*5C
$GNGGA,072441.90,3600.78244,N,12919.13376,E,5,12,0.54,62.2,M,24.3,M,0.9,0000*57
$GNGGA,072442.00,3600.78248,N,12919.13386,E,5,12,0.54,62.2,M,24.3,M,1.0,0000*56
$GNGGA,072442.10,3600.78254,N,12919.13397,E,5,12,0.54,62.2,M,24.3,M,1.1,0000*5B
$GNGGA,072442.20,3600.78261,N,12919.13407,E,5,12,0.54,62.2,M,24.3,M,1.2,0000*53
$GNGGA,072442.30,3600.78268,N,12919.13416,E,5,12,0.54,62.2,M,24.3,M,0.3,0000*5B
$GNGGA,072442.40,3600.78275,N,12919.13423,E,5,12,0.54,62.3,M,24.3,M,0.4,0000*50
$GNGGA,072442.50,3600.78282,N,12919.13430,E,5,12,0.54,62.2,M,24.3,M,0.5,0000*5B
$GNGGA,072442.60,3600.78289,N,12919.13437,E,5,12,0.54,62.2,M,24.3,M,0.6,0000*57
$GNGGA,072442.70,3600.78295,N,12919.13444,E,5,12,0.54,62.3,M,24.3,M,0.7,0000*5F
$GNGGA,072442.80,3600.78301,N,12919.13451,E,5,12,0.54,62.3,M,24.3,M,0.8,0000*57
$GNGGA,072442.90,3600.78307,N,12919.13460,E,5,12,0.54,62.3,M,24.3,M,0.9,0000*53
$GNGGA,072443.00,3600.78312,N,12919.13469,E,5,12,0.54,62.3,M,24.3,M,1.0,0000*5E
$GNGGA,072443.10,3600.78318,N,12919.13478,E,5,12,0.54,62.3,M,24.3,M,1.1,0000*54
$GNGGA,072443.20,3600.78325,N,12919.13486,E,5,12,0.54,62.3,M,24.3,M,0.2,0000*5A
$GNGGA,072443.30,3600.78331,N,12919.13494,E,5,12,0.54,62.3,M,24.3,M,0.3,0000*5C
$GNGGA,072443.40,3600.78338,N,12919.13503,E,5,12,0.54,62.3,M,24.3,M,0.4,0000*5A
$GNGGA,072443.50,3600.78345,N,12919.13512,E,5,12,0.54,62.3,M,24.3,M,0.5,0000*50
$GNGGA,072443.60,3600.78351,N,12919.13521,E,5,12,0.54,62.3,M,24.3,M,0.6,0000*55
$GNGGA,072443.70,3600.78357,N,12919.13530,E,5,12,0.54,62.4,M,24.3,M,0.7,0000*54
$GNGGA,072443.80,3600.78363,N,12919.13539,E,5,12,0.54,62.4,M,24.3,M,0.8,0000*5A
$GNGGA,072443.90,3600.78368,N,12919.13549,E,5,12,0.54,62.4,M,24.3,M,0.9,0000*56
$GNGGA,072444.00,3600.78372,N,12919.13559,E,5,12,0.54,62.4,M,24.3,M,1.0,0000*5A
$GNGGA,072444.10,3600.78377,N,12919.13569,E,5,12,0.54,62.4,M,24.3,M,1.1,0000*5C
$GNGGA,072444.20,3600.78383,N,12919.13579,E,5,12,0.54,62.4,M,24.3,M,0.2,0000*57
$GNGGA,072444.30,3600.78389,N,12919.13588,E,5,12,0.54,62.4,M,24.3,M,0.3,0000*53
$GNGGA,072444.40,3600.78395,N,12919.13597,E,5,12,0.54,62.4,M,24.3,M,0.4,0000*50
$GNGGA,072444.50,3600.78401,N,12919.13606,E,5,12,0.54,62.4,M,24.3,M,0.5,0000*51
$GNGGA,072444.60,3600.78407,N,12919.13614,E,5,12,0.54,62.4,M,24.3,M,0.6,0000*54
$GNGGA,072444.70,3600.78413,N,12919.13621,E,5,12,0.54,62.5,M,24.3,M,0.7,0000*56
$GNGGA,072444.80,3600.78419,N,12919.13630,E,5,12,0.54,62.5,M,24.3,M,0.8,0000*5C
$GNGGA,072444.90,3600.78424,N,12919.13638,E,5,12,0.54,62.5,M,24.3,M,0.9,0000*5A
$GNGGA,072445.00,3600.78428,N,12919.13649,E,5,12,0.54,62.5,M,24.3,M,1.0,0000*50
$GNGGA,072445.10,3600.78434,N,12919.13660,E,5,12,0.54,62.5,M,24.3,M,0.1,0000*57
$GNGGA,072445.20,3600.78439,N,12919.13669,E,5,12,0.54,62.5,M,24.3,M,0.2,0000*53
$GNGGA,072445.30,3600.78446,N,12919.13678,E,5,12,0.54,62.5,M,24.3,M,0.3,0000*5B
$GNGGA,072445.40,3600.78453,N,12919.13687,E,5,12,0.54,62.5,M,24.3,M,0.4,0000*5F
$GNGGA,072445.50,3600.78459,N,12919.13694,E,5,12,0.54,62.5,M,24.3,M,0.5,0000*57
$GNGGA,072445.60,3600.78465,N,12919.13701,E,5,12,0.54,62.5,M,24.3,M,0.6,0000*55
$GNGGA,072445.70,3600.78470,N,12919.13708,E,5,12,0.54,62.5,M,24.3,M,0.7,0000*58
$GNGGA,072445.80,3600.78476,N,12919.13716,E,5,12,0.54,62.5,M,24.3,M,0.8,0000*51
$GNGGA,072445.90,3600.78483,N,12919.13724,E,5,12,0.54,62.5,M,24.3,M,0.9,0000*5A
$GNGGA,072446.00,3600.78489,N,12919.13732,E,5,12,0.54,62.5,M,24.3,M,1.0,0000*55
$GNGGA,072446.10,3600.78494,N,12919.13739,E,5,12,0.54,62.5,M,24.3,M,1.1,0000*52
$GNGGA,072446.20,3600.78501,N,12919.13747,E,5,12,0.54,62.5,M,24.3,M,1.2,0000*56
$GNGGA,072446.30,3600.78508,N,12919.13756,E,5,12,0.54,62.6,M,24.3,M,1.3,0000*5C
$GNGGA,072446.40,3600.78513,N,12919.13762,E,5,12,0.54,62.6,M,24.3,M,1.4,0000*51
$GNGGA,072446.50,3600.78519,N,12919.13768,E,5,12,0.54,62.5,M,24.3,M,0.5,0000*53
$GNGGA,072446.60,3600.78523,N,12919.13775,E,5,12,0.54,62.5,M,24.3,M,0.6,0000*56
$GNGGA,072446.70,3600.78526,N,12919.13782,E,5,12,0.54,62.5,M,24.3,M,0.7,0000*5B
$GNGGA,072446.80,3600.78530,N,12919.13790,E,5,12,0.54,62.6,M,24.3,M,0.8,0000*5C
$GNGGA,072446.90,3600.78534,N,12919.13799,E,5,12,0.54,62.5,M,24.3,M,0.9,0000*52
$GNGGA,072447.00,3600.78538,N,12919.13807,E,5,12,0.54,62.5,M,24.3,M,1.0,0000*56
$GNGGA,072447.10,3600.78543,N,12919.13816,E,5,12,0.54,62.5,M,24.3,M,1.1,0000*5A
$GNGGA,072447.20,3600.78547,N,12919.13824,E,5,12,0.54,62.5,M,24.3,M,1.2,0000*5F
$GNGGA,072447.30,3600.78553,N,12919.13832,E,5,12,0.54,62.5,M,24.3,M,0.3,0000*5C
$GNGGA,072447.40,3600.78561,N,12919.13842,E,5,12,0.54,62.5,M,24.3,M,0.4,0000*5A
$GNGGA,072447.50,3600.78567,N,12919.13850,E,5,12,0.54,62.5,M,24.3,M,0.5,0000*5F
$GNGGA,072447.60,3600.78572,N,12919.13858,E,5,12,0.54,62.5,M,24.3,M,0.6,0000*53
$GNGGA,072447.70,3600.78578,N,12919.13866,E,5,12,0.54,62.5,M,24.3,M,0.7,0000*54
$GNGGA,072447.80,3600.78585,N,12919.13875,E,5,12,0.54,62.5,M,24.3,M,0.8,0000*54
$GNGGA,072447.90,3600.78590,N,12919.13883,E,5,12,0.54,62.5,M,24.3,M,0.9,0000*59
$GNGGA,072448.00,3600.78594,N,12919.13891,E,5,12,0.54,62.5,M,24.3,M,1.0,0000*50
$GNGGA,072448.10,3600.78600,N,12919.13900,E,5,12,0.54,62.5,M,24.3,M,1.1,0000*57
$GNGGA,072448.20,3600.78605,N,12919.13907,E,5,12,0.54,62.5,M,24.3,M,1.2,0000*55
$GNGGA,072448.30,3600.78611,N,12919.13915,E,5,12,0.54,62.5,M,24.3,M,1.3,0000*53
$GNGGA,072448.40,3600.78616,N,12919.13922,E,5,12,0.54,62.5,M,24.3,M,0.4,0000*51
$GNGGA,072448.50,3600.78621,N,12919.13930,E,5,12,0.54,62.5,M,24.3,M,0.5,0000*56
$GNGGA,072448.60,3600.78626,N,12919.13937,E,5,12,0.54,62.5,M,24.3,M,0.6,0000*56
$GNGGA,072448.70,3600.78631,N,12919.13944,E,5,12,0.54,62.5,M,24.3,M,0.7,0000*54
$GNGGA,072448.80,3600.78636,N,12919.13952,E,5,12,0.54,62.5,M,24.3,M,0.8,0000*54
$GNGGA,072448.90,3600.78641,N,12919.13960,E,5,12,0.54,62.5,M,24.3,M,0.9,0000*55
$GNGGA,072449.00,3600.78645,N,12919.13969,E,5,12,0.54,62.5,M,24.3,M,1.0,0000*58
$GNGGA,072449.10,3600.78650,N,12919.13977,E,5,12,0.54,62.5,M,24.3,M,1.1,0000*53
$GNGGA,072449.20,3600.78655,N,12919.13985,E,5,12,0.54,62.5,M,24.3,M,1.2,0000*5B
$GNGGA,072449.30,3600.78661,N,12919.13993,E,5,12,0.54,62.5,M,24.3,M,0.3,0000*5A
$GNGGA,072449.40,3600.78667,N,12919.14002,E,5,12,0.54,62.6,M,24.3,M,0.4,0000*59
$GNGGA,072449.50,3600.78672,N,12919.14008,E,5,12,0.54,62.5,M,24.3,M,0.5,0000*54
$GNGGA,072449.60,3600.78676,N,12919.14015,E,5,12,0.54,62.5,M,24.3,M,0.6,0000*5C
$GNGGA,072449.70,3600.78681,N,12919.14021,E,5,12,0.54,62.5,M,24.3,M,0.7,0000*53
$GNGGA,072449.80,3600.78685,N,12919.14027,E,5,12,0.54,62.6,M,24.3,M,0.8,0000*52
$GNGGA,072449.90,3600.78688,N,12919.14033,E,5,12,0.54,62.6,M,24.3,M,0.9,0000*5A
$GNGGA,072450.00,3600.78690,N,12919.14040,E,5,12,0.54,62.5,M,24.3,M,1.0,0000*5D
$GNGGA,072450.10,3600.78693,N,12919.14047,E,5,12,0.54,62.5,M,24.3,M,1.1,0000*59
$GNGGA,072450.20,3600.78694,N,12919.14053,E,5,12,0.54,62.5,M,24.3,M,0.2,0000*5A
$GNGGA,072450.30,3600.78697,N,12919.14057,E,5,12,0.54,62.6,M,24.3,M,0.3,0000*5E
$GNGGA,072450.40,3600.78698,N,12919.14060,E,5,12,0.54,62.6,M,24.3,M,0.4,0000*55
$GNGGA,072450.50,3600.78701,N,12919.14062,E,5,12,0.54,62.6,M,24.3,M,0.5,0000*56
$GNGGA,072450.60,3600.78704,N,12919.14063,E,5,12,0.54,62.5,M,24.3,M,0.6,0000*51
$GNGGA,072450.70,3600.78707,N,12919.14062,E,5,12,0.54,62.5,M,24.3,M,0.7,0000*53
$GNGGA,072450.80,3600.78709,N,12919.14061,E,5,12,0.54,62.6,M,24.3,M,0.8,0000*5D
$GNGGA,072450.90,3600.78710,N,12919.14061,E,5,12,0.54,62.6,M,24.3,M,0.9,0000*55
$GNGGA,072451.00,3600.78711,N,12919.14059,E,5,12,0.54,62.6,M,24.3,M,1.0,0000*5F
$GNGGA,072451.10,3600.78712,N,12919.14058,E,5,12,0.54,62.6,M,24.3,M,1.1,0000*5D
$GNGGA,072451.20,3600.78714,N,12919.14057,E,5,12,0.54,62.6,M,24.3,M,0.2,0000*55
$GNGGA,072451.30,3600.78715,N,12919.14056,E,5,12,0.54,62.6,M,24.3,M,0.3,0000*55
$GNGGA,072451.40,3600.78715,N,12919.14055,E,5,12,0.54,62.6,M,24.3,M,0.4,0000*56
$GNGGA,072451.50,3600.78715,N,12919.14054,E,5,12,0.54,62.6,M,24.3,M,0.5,0000*57
$GNGGA,072451.60,3600.78714,N,12919.14054,E,5,12,0.54,62.6,M,24.3,M,0.6,0000*56
$GNGGA,072451.70,3600.78714,N,12919.14055,E,5,12,0.54,62.6,M,24.3,M,0.7,0000*57
$GNGGA,072451.80,3600.78714,N,12919.14056,E,5,12,0.54,62.6,M,24.3,M,0.8,0000*54
$GNGGA,072451.90,3600.78714,N,12919.14056,E,5,12,0.54,62.6,M,24.3,M,0.9,0000*54
$GNGGA,072452.00,3600.78715,N,12919.14058,E,5,12,0.54,62.6,M,24.3,M,1.0,0000*59
$GNGGA,072452.10,3600.78715,N,12919.14059,E,5,12,0.54,62.6,M,24.3,M,0.1,0000*59
$GNGGA,072452.20,3600.78715,N,12919.14060,E,5,12,0.54,62.6,M,24.3,M,0.2,0000*53
$GNGGA,072452.30,3600.78716,N,12919.14061,E,5,12,0.54,62.6,M,24.3,M,0.3,0000*51
$GNGGA,072452.40,3600.78716,N,12919.14062,E,5,12,0.54,62.6,M,24.3,M,0.4,0000*52
$GNGGA,072452.50,3600.78716,N,12919.14063,E,5,12,0.54,62.5,M,24.3,M,0.5,0000*50
$GNGGA,072452.60,3600.78716,N,12919.14063,E,5,12,0.54,62.5,M,24.3,M,0.6,0000*50
$GNGGA,072452.70,3600.78716,N,12919.14064,E,5,12,0.54,62.5,M,24.3,M,0.7,0000*57
$GNGGA,072452.80,3600.78716,N,12919.14064,E,5,12,0.54,62.5,M,24.3,M,0.8,0000*57
$GNGGA,072452.90,3600.78716,N,12919.14064,E,5,12,0.54,62.5,M,24.3,M,0.9,0000*57
$GNGGA,072453.00,3600.78715,N,12919.14064,E,5,12,0.54,62.5,M,24.3,M,1.0,0000*54
$GNGGA,072453.10,3600.78714,N,12919.14064,E,5,12,0.54,62.5,M,24.3,M,0.1,0000*54
$GNGGA,072453.20,3600.78714,N,12919.14064,E,5,12,0.54,62.5,M,24.3,M,0.2,0000*54
$GNGGA,072453.30,3600.78714,N,12919.14063,E,5,12,0.54,62.5,M,24.3,M,0.3,0000*53
$GNGGA,072453.40,3600.78714,N,12919.14063,E,5,12,0.54,62.5,M,24.3,M,0.4,0000*53
$GNGGA,072453.50,3600.78714,N,12919.14063,E,5,12,0.54,62.5,M,24.3,M,0.5,0000*53
$GNGGA,072453.60,3600.78714,N,12919.14063,E,5,12,0.54,62.5,M,24.3,M,0.6,0000*53
$GNGGA,072453.70,3600.78714,N,12919.14063,E,5,12,0.54,62.5,M,24.3,M,0.7,0000*53
$GNGGA,072453.80,3600.78714,N,12919.14063,E,5,12,0.54,62.5,M,24.3,M,0.8,0000*53
$GNGGA,072453.90,3600.78713,N,12919.14062,E,5,12,0.54,62.5,M,24.3,M,0.9,0000*55
$GNGGA,072454.00,3600.78713,N,12919.14062,E,5,12,0.54,62.5,M,24.3,M,1.0,0000*53
$GNGGA,072454.10,3600.78713,N,12919.14062,E,5,12,0.54,62.5,M,24.3,M,1.1,0000*53
$GNGGA,072454.20,3600.78713,N,12919.14062,E,5,12,0.54,62.5,M,24.3,M,1.2,0000*53
$GNGGA,072454.30,3600.78713,N,12919.14062,E,5,12,0.54,62.4,M,24.3,M,1.3,0000*52
$GNGGA,072454.40,3600.78712,N,12919.14062,E,5,12,0.54,62.4,M,24.3,M,1.4,0000*53
$GNGGA,072454.50,3600.78712,N,12919.14062,E,5,12,0.54,62.4,M,24.3,M,0.5,0000*52
$GNGGA,072454.60,3600.78712,N,12919.14062,E,5,12,0.54,62.4,M,24.3,M,0.6,0000*52
$GNGGA,072454.70,3600.78712,N,12919.14062,E,5,12,0.54,62.4,M,24.3,M,0.7,0000*52
$GNGGA,072454.80,3600.78712,N,12919.14061,E,5,12,0.54,62.4,M,24.3,M,0.8,0000*51
$GNGGA,072454.90,3600.78712,N,12919.14061,E,5,12,0.54,62.4,M,24.3,M,0.9,0000*51
$GNGGA,072455.00,3600.78711,N,12919.14061,E,5,12,0.54,62.4,M,24.3,M,1.0,0000*52
$GNGGA,072455.10,3600.78711,N,12919.14061,E,5,12,0.54,62.4,M,24.3,M,1.1,0000*52
$GNGGA,072455.20,3600.78711,N,12919.14061,E,5,12,0.54,62.4,M,24.3,M,1.2,0000*52
$GNGGA,072455.30,3600.78711,N,12919.14061,E,5,12,0.54,62.4,M,24.3,M,1.3,0000*52
$GNGGA,072455.40,3600.78711,N,12919.14060,E,5,12,0.54,62.4,M,24.3,M,0.4,0000*52
$GNGGA,072455.50,3600.78710,N,12919.14060,E,5,12,0.54,62.4,M,24.3,M,0.5,0000*53
$GNGGA,072455.60,3600.78710,N,12919.14059,E,5,12,0.54,62.4,M,24.3,M,0.6,0000*59
$GNGGA,072455.70,3600.78710,N,12919.14057,E,5,12,0.54,62.4,M,24.3,M,0.7,0000*57
$GNGGA,072455.80,3600.78709,N,12919.14056,E,5,12,0.54,62.4,M,24.3,M,0.8,0000*5E
$GNGGA,072455.90,3600.78708,N,12919.14056,E,5,12,0.54,62.4,M,24.3,M,0.9,0000*5F
$GNGGA,072456.00,3600.78708,N,12919.14056,E,5,12,0.54,62.4,M,24.3,M,1.0,0000*5D
$GNGGA,072456.10,3600.78708,N,12919.14056,E,5,12,0.54,62.4,M,24.3,M,1.1,0000*5D
$GNGGA,072456.20,3600.78708,N,12919.14056,E,5,12,0.54,62.4,M,24.3,M,1.2,0000*5D
$GNGGA,072456.30,3600.78707,N,12919.14056,E,5,12,0.54,62.4,M,24.3,M,0.3,0000*53
$GNGGA,072456.40,3600.78707,N,12919.14056,E,5,12,0.54,62.4,M,24.3,M,0.4,0000*53
$GNGGA,072456.50,3600.78707,N,12919.14056,E,5,12,0.54,62.3,M,24.3,M,0.5,0000*54
$GNGGA,072456.60,3600.78706,N,12919.14056,E,5,12,0.54,62.3,M,24.3,M,0.6,0000*55
$GNGGA,072456.70,3600.78706,N,12919.14056,E,5,12,0.54,62.3,M,24.3,M,0.7,0000*55
$GNGGA,072456.80,3600.78705,N,12919.14056,E,5,12,0.54,62.3,M,24.3,M,0.8,0000*56
$GNGGA,072456.90,3600.78705,N,12919.14056,E,5,12,0.54,62.3,M,24.3,M,0.9,0000*56
$GNGGA,072457.00,3600.78705,N,12919.14057,E,5,12,0.54,62.3,M,24.3,M,1.0,0000*57
$GNGGA,072457.10,3600.78705,N,12919.14057,E,5,12,0.54,62.3,M,24.3,M,1.1,0000*57
$GNGGA,072457.20,3600.78705,N,12919.14056,E,5,12,0.54,62.3,M,24.3,M,1.2,0000*56
$GNGGA,072457.30,3600.78705,N,12919.14056,E,5,12,0.54,62.3,M,24.3,M,0.3,0000*57
$GNGGA,072457.40,3600.78705,N,12919.14056,E,5,12,0.54,62.3,M,24.3,M,0.4,0000*57
$GNGGA,072457.50,3600.78704,N,12919.14056,E,5,12,0.54,62.3,M,24.3,M,0.5,0000*56
$GNGGA,072457.60,3600.78704,N,12919.14056,E,5,12,0.54,62.3,M,24.3,M,0.6,0000*56
$GNGGA,072457.70,3600.78704,N,12919.14056,E,5,12,0.54,62.3,M,24.3,M,0.7,0000*56
$GNGGA,072457.80,3600.78704,N,12919.14056,E,5,12,0.54,62.3,M,24.3,M,0.8,0000*56
$GNGGA,072457.90,3600.78704,N,12919.14055,E,5,12,0.54,62.3,M,24.3,M,0.9,0000*55
$GNGGA,072458.00,3600.78703,N,12919.14055,E,5,12,0.54,62.3,M,24.3,M,1.0,0000*5C
$GNGGA,072458.10,3600.78703,N,12919.14054,E,5,12,0.54,62.3,M,24.3,M,1.1,0000*5D
$GNGGA,072458.20,3600.78703,N,12919.14054,E,5,12,0.54,62.2,M,24.3,M,1.2,0000*5C
$GNGGA,072458.30,3600.78703,N,12919.14054,E,5,12,0.54,62.2,M,24.3,M,0.3,0000*5D
$GNGGA,072458.40,3600.78703,N,12919.14053,E,5,12,0.54,62.2,M,24.3,M,0.4,0000*5A
$GNGGA,072458.50,3600.78703,N,12919.14053,E,5,12,0.54,62.2,M,24.3,M,0.5,0000*5A
